eventLength,eventVersion,eventType,sequence,manufacturer,sw,hw,deviceMajorId,deviceMinorId,battery,wakeTime,imei,cellId,ecl,rssi,rsrp,rsrq,plmn,aux,ns,latitude,ew,longitude,gpsTimestamp,altitude,positionHorizontalError,satellites,hdop,rawEvent,incidenceId,eventDate,isDGTNotificated,manufacturerId,deviceId
77,1,1,1,1,10,2,0000,0099,3.6,3,869154040182052,f98683d,0,-76,-88,26,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAwMTAwMDExMDAyMDAwMDAwOTkzNjAwMzg2OTE1NDA0MDE4MjA1MmY5ODY4M2QwIC03NiAtODggIDI2IDIxNDAxMDAwMDA=,37810,2022-02-03T12:31:04Z,0,,153
77,1,0,0,1,10,2,0000,0099,3.5,1,869154040182052,f98683d,0,-76,-89,26,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMDAwMDAwMDExMDAyMDAwMDAwOTkzNTAwMTg2OTE1NDA0MDE4MjA1MmY5ODY4M2QwIC03NiAtODkgIDI2IDIxNDAxMDAwMDA=,37810,2022-02-03T12:29:33Z,0,,153
77,1,2,1,1,10,2,0000,00DB,3.7,0,869154040056397,0F98683,0,-73,-85,29,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMjAwMTAwMDExMDAyMDAwMDAwREIzNzAwMDg2OTE1NDA0MDA1NjM5NzBGOTg2ODNEIC03MyAtODUgIDI5IDIxNDAxMDAwMDA=,37811,2022-02-03T12:25:53Z,0,,219
77,1,0,0,1,10,2,0000,00DB,3.3,0,869154040056397,0F98683,0,-74,-85,29,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMDAwMDAwMDExMDAyMDAwMDAwREIzMzAwMDg2OTE1NDA0MDA1NjM5NzBGOTg2ODNEIC03NCAtODUgIDI5IDIxNDAxMDAwMDA=,37811,2022-02-03T12:25:38Z,0,,219
77,1,0,0,1,10,2,0000,0099,3.5,1,869154040182052,f98683d,0,-67,-78,29,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMDAwMDAwMDExMDAyMDAwMDAwOTkzNTAwMTg2OTE1NDA0MDE4MjA1MmY5ODY4M2QwIC02NyAtNzggIDI5IDIxNDAxMDAwMDA=,37810,2022-02-03T12:21:47Z,0,,153
77,1,0,0,1,10,2,0000,0099,3.6,1,869154040182052,f98683d,0,-67,-78,29,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMDAwMDAwMDExMDAyMDAwMDAwOTkzNjAwMTg2OTE1NDA0MDE4MjA1MmY5ODY4M2QwIC02NyAtNzggIDI5IDIxNDAxMDAwMDA=,37810,2022-02-03T12:19:44Z,0,,153
77,1,1,33,1,10,2,0000,00DA,4.3,50,869154040070620,f99883d,0,-102,-119,18,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAzMzAwMDExMDAyMDAwMDAwREE0MzA1MDg2OTE1NDA0MDA3MDYyMGY5OTg4M2QyLTEwMi0xMTkgIDE4IDIxNDAxMDAwMDA=,37809,2022-02-03T10:52:44Z,0,,218
77,1,1,32,1,10,2,0000,00DA,4.3,49,869154040070620,f99883d,0,-102,-118,19,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAzMjAwMDExMDAyMDAwMDAwREE0MzA0OTg2OTE1NDA0MDA3MDYyMGY5OTg4M2QyLTEwMi0xMTggIDE5IDIxNDAxMDAwMDA=,37809,2022-02-03T10:51:13Z,0,,218
77,1,1,31,1,10,2,0000,00DA,4.3,47,869154040070620,f99883d,0,-101,-117,20,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAzMTAwMDExMDAyMDAwMDAwREE0MzA0Nzg2OTE1NDA0MDA3MDYyMGY5OTg4M2QyLTEwMS0xMTcgIDIwIDIxNDAxMDAwMDA=,37809,2022-02-03T10:49:43Z,0,,218
77,1,1,30,1,10,2,0000,00DA,4.3,45,869154040070620,f98683d,0,-101,-116,21,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAzMDAwMDExMDAyMDAwMDAwREE0MzA0NTg2OTE1NDA0MDA3MDYyMGY5ODY4M2QyLTEwMS0xMTYgIDIxIDIxNDAxMDAwMDA=,37809,2022-02-03T10:48:12Z,0,,218
77,1,1,29,1,10,2,0000,00DA,4.3,44,869154040070620,f98683d,0,-100,-115,21,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAyOTAwMDExMDAyMDAwMDAwREE0MzA0NDg2OTE1NDA0MDA3MDYyMGY5ODY4M2QxLTEwMC0xMTUgIDIxIDIxNDAxMDAwMDA=,37809,2022-02-03T10:46:52Z,0,,218
77,1,1,28,1,10,2,0000,00DA,4.3,42,869154040070620,f98683d,0,-100,-116,21,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAyODAwMDExMDAyMDAwMDAwREE0MzA0Mjg2OTE1NDA0MDA3MDYyMGY5ODY4M2QyLTEwMC0xMTYgIDIxIDIxNDAxMDAwMDA=,37809,2022-02-03T10:45:03Z,0,,218
77,1,1,27,1,10,2,0000,00DA,4.3,41,869154040070620,f98683d,0,-100,-115,22,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAyNzAwMDExMDAyMDAwMDAwREE0MzA0MTg2OTE1NDA0MDA3MDYyMGY5ODY4M2QyLTEwMC0xMTUgIDIyIDIxNDAxMDAwMDA=,37809,2022-02-03T10:43:35Z,0,,218
77,1,1,26,1,10,2,0000,00DA,4.4,39,869154040070620,f98683d,0,-100,-116,22,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAyNjAwMDExMDAyMDAwMDAwREE0NDAzOTg2OTE1NDA0MDA3MDYyMGY5ODY4M2QxLTEwMC0xMTYgIDIyIDIxNDAxMDAwMDA=,37809,2022-02-03T10:42:04Z,0,,218
77,1,1,25,1,10,2,0000,00DA,4.4,38,869154040070620,f98683d,0,-101,-116,22,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAyNTAwMDExMDAyMDAwMDAwREE0NDAzODg2OTE1NDA0MDA3MDYyMGY5ODY4M2QxLTEwMS0xMTYgIDIyIDIxNDAxMDAwMDA=,37809,2022-02-03T10:40:31Z,0,,218
77,1,1,24,1,10,2,0000,00DA,4.4,36,869154040070620,f98683d,0,-101,-116,22,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAyNDAwMDExMDAyMDAwMDAwREE0NDAzNjg2OTE1NDA0MDA3MDYyMGY5ODY4M2QyLTEwMS0xMTYgIDIyIDIxNDAxMDAwMDA=,37809,2022-02-03T10:39:00Z,0,,218
77,1,1,23,1,10,2,0000,00DA,4.4,35,869154040070620,f98683d,0,-101,-116,21,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAyMzAwMDExMDAyMDAwMDAwREE0NDAzNTg2OTE1NDA0MDA3MDYyMGY5ODY4M2QyLTEwMS0xMTYgIDIxIDIxNDAxMDAwMDA=,37809,2022-02-03T10:37:32Z,0,,218
77,1,1,22,1,10,2,0000,00DA,4.4,33,869154040070620,f98683d,0,-101,-116,20,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAyMjAwMDExMDAyMDAwMDAwREE0NDAzMzg2OTE1NDA0MDA3MDYyMGY5ODY4M2QyLTEwMS0xMTYgIDIwIDIxNDAxMDAwMDA=,37809,2022-02-03T10:36:02Z,0,,218
77,1,1,21,1,10,2,0000,00DA,4.4,32,869154040070620,f98683d,0,-100,-116,20,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAyMTAwMDExMDAyMDAwMDAwREE0NDAzMjg2OTE1NDA0MDA3MDYyMGY5ODY4M2QyLTEwMC0xMTYgIDIwIDIxNDAxMDAwMDA=,37809,2022-02-03T10:34:31Z,0,,218
77,1,1,20,1,10,2,0000,00DA,4.4,30,869154040070620,f98683d,0,-100,-116,20,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAyMDAwMDExMDAyMDAwMDAwREE0NDAzMDg2OTE1NDA0MDA3MDYyMGY5ODY4M2QyLTEwMC0xMTYgIDIwIDIxNDAxMDAwMDA=,37809,2022-02-03T10:33:01Z,0,,218
77,1,1,19,1,10,2,0000,00DA,4.5,29,869154040070620,f98683d,0,-100,-116,20,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAxOTAwMDExMDAyMDAwMDAwREE0NTAyOTg2OTE1NDA0MDA3MDYyMGY5ODY4M2QyLTEwMC0xMTYgIDIwIDIxNDAxMDAwMDA=,37809,2022-02-03T10:31:30Z,0,,218
77,1,1,18,1,10,2,0000,00DA,4.5,27,869154040070620,f98683d,0,-101,-116,21,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAxODAwMDExMDAyMDAwMDAwREE0NTAyNzg2OTE1NDA0MDA3MDYyMGY5ODY4M2QyLTEwMS0xMTYgIDIxIDIxNDAxMDAwMDA=,37809,2022-02-03T10:30:00Z,0,,218
77,1,1,17,1,10,2,0000,00DA,4.5,26,869154040070620,f98683d,0,-101,-117,21,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAxNzAwMDExMDAyMDAwMDAwREE0NTAyNjg2OTE1NDA0MDA3MDYyMGY5ODY4M2QyLTEwMS0xMTcgIDIxIDIxNDAxMDAwMDA=,37809,2022-02-03T10:28:28Z,0,,218
77,1,1,16,1,10,2,0000,00DA,4.5,24,869154040070620,f98683d,0,-101,-117,21,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAxNjAwMDExMDAyMDAwMDAwREE0NTAyNDg2OTE1NDA0MDA3MDYyMGY5ODY4M2QyLTEwMS0xMTcgIDIxIDIxNDAxMDAwMDA=,37809,2022-02-03T10:26:58Z,0,,218
77,1,1,15,1,10,2,0000,00DA,4.5,23,869154040070620,f98683d,0,-101,-117,21,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAxNTAwMDExMDAyMDAwMDAwREE0NTAyMzg2OTE1NDA0MDA3MDYyMGY5ODY4M2QyLTEwMS0xMTcgIDIxIDIxNDAxMDAwMDA=,37809,2022-02-03T10:25:27Z,0,,218
77,1,1,14,1,10,2,0000,00DA,4.5,21,869154040070620,f98683d,0,-100,-116,20,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAxNDAwMDExMDAyMDAwMDAwREE0NTAyMTg2OTE1NDA0MDA3MDYyMGY5ODY4M2QxLTEwMC0xMTYgIDIwIDIxNDAxMDAwMDA=,37809,2022-02-03T10:23:57Z,0,,218
77,1,1,13,1,10,2,0000,00DA,4.5,20,869154040070620,f98683d,0,-100,-117,20,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAxMzAwMDExMDAyMDAwMDAwREE0NTAyMDg2OTE1NDA0MDA3MDYyMGY5ODY4M2QxLTEwMC0xMTcgIDIwIDIxNDAxMDAwMDA=,37809,2022-02-03T10:22:23Z,0,,218
77,1,1,12,1,10,2,0000,00DA,4.6,18,869154040070620,f98683d,0,-101,-117,20,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAxMjAwMDExMDAyMDAwMDAwREE0NjAxODg2OTE1NDA0MDA3MDYyMGY5ODY4M2QyLTEwMS0xMTcgIDIwIDIxNDAxMDAwMDA=,37809,2022-02-03T10:20:52Z,0,,218
77,1,1,11,1,10,2,0000,00DA,4.6,17,869154040070620,f98683d,0,-101,-117,20,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAxMTAwMDExMDAyMDAwMDAwREE0NjAxNzg2OTE1NDA0MDA3MDYyMGY5ODY4M2QyLTEwMS0xMTcgIDIwIDIxNDAxMDAwMDA=,37809,2022-02-03T10:19:24Z,0,,218
77,1,1,10,1,10,2,0000,00DA,4.6,15,869154040070620,f98683d,0,-101,-117,19,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAxMDAwMDExMDAyMDAwMDAwREE0NjAxNTg2OTE1NDA0MDA3MDYyMGY5ODY4M2QxLTEwMS0xMTcgIDE5IDIxNDAxMDAwMDA=,37809,2022-02-03T10:17:54Z,0,,218
77,1,1,9,1,10,2,0000,00DA,4.6,14,869154040070620,f98683d,0,-101,-118,19,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAwOTAwMDExMDAyMDAwMDAwREE0NjAxNDg2OTE1NDA0MDA3MDYyMGY5ODY4M2QxLTEwMS0xMTggIDE5IDIxNDAxMDAwMDA=,37809,2022-02-03T10:16:20Z,0,,218
77,1,1,8,1,10,2,0000,00DA,4.6,12,869154040070620,f98683d,0,-101,-118,18,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAwODAwMDExMDAyMDAwMDAwREE0NjAxMjg2OTE1NDA0MDA3MDYyMGY5ODY4M2QyLTEwMS0xMTggIDE4IDIxNDAxMDAwMDA=,37809,2022-02-03T10:14:49Z,0,,218
77,1,1,7,1,10,2,0000,00DA,4.6,11,869154040070620,f98683d,0,-101,-118,17,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAwNzAwMDExMDAyMDAwMDAwREE0NjAxMTg2OTE1NDA0MDA3MDYyMGY5ODY4M2QyLTEwMS0xMTggIDE3IDIxNDAxMDAwMDA=,37809,2022-02-03T10:13:22Z,0,,218
77,1,1,6,1,10,2,0000,00DA,4.6,9,869154040070620,f98683d,0,-101,-118,16,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAwNjAwMDExMDAyMDAwMDAwREE0NjAwOTg2OTE1NDA0MDA3MDYyMGY5ODY4M2QyLTEwMS0xMTggIDE2IDIxNDAxMDAwMDA=,37809,2022-02-03T10:11:51Z,0,,218
77,1,1,5,1,10,2,0000,00DA,4.6,8,869154040070620,f98683d,0,-101,-118,16,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAwNTAwMDExMDAyMDAwMDAwREE0NjAwODg2OTE1NDA0MDA3MDYyMGY5ODY4M2QyLTEwMS0xMTggIDE2IDIxNDAxMDAwMDA=,37809,2022-02-03T10:10:21Z,0,,218
77,1,1,4,1,10,2,0000,00DA,4.6,6,869154040070620,f98683d,0,-100,-116,17,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAwNDAwMDExMDAyMDAwMDAwREE0NjAwNjg2OTE1NDA0MDA3MDYyMGY5ODY4M2QyLTEwMC0xMTYgIDE3IDIxNDAxMDAwMDA=,37809,2022-02-03T10:08:50Z,0,,218
77,1,1,3,1,10,2,0000,00DA,4.7,5,869154040070620,f98683d,0,-100,-115,19,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAwMzAwMDExMDAyMDAwMDAwREE0NzAwNTg2OTE1NDA0MDA3MDYyMGY5ODY4M2QyLTEwMC0xMTUgIDE5IDIxNDAxMDAwMDA=,37809,2022-02-03T10:07:19Z,0,,218
77,1,1,2,1,10,2,0000,00DA,4.7,3,869154040070620,f98683d,0,-99,-113,21,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAwMjAwMDExMDAyMDAwMDAwREE0NzAwMzg2OTE1NDA0MDA3MDYyMGY5ODY4M2QxIC05OS0xMTMgIDIxIDIxNDAxMDAwMDA=,37809,2022-02-03T10:05:49Z,0,,218
77,1,1,1,1,10,2,0000,00DA,4.7,2,869154040070620,f98683d,0,-99,-112,23,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAwMTAwMDExMDAyMDAwMDAwREE0NzAwMjg2OTE1NDA0MDA3MDYyMGY5ODY4M2QwIC05OS0xMTIgIDIzIDIxNDAxMDAwMDA=,37809,2022-02-03T10:04:14Z,0,,218
77,1,0,0,1,10,2,0000,00DA,4.8,0,869154040070620,f98683d,0,-98,-112,24,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMDAwMDAwMDExMDAyMDAwMDAwREE0ODAwMDg2OTE1NDA0MDA3MDYyMGY5ODY4M2QxIC05OC0xMTIgIDI0IDIxNDAxMDAwMDA=,37809,2022-02-03T10:02:43Z,0,,218
77,1,0,0,1,10,2,0000,00DA,5,0,869154040070620,f98683d,0,-78,-90,29,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMDAwMDAwMDExMDAyMDAwMDAwREE1MDAwMDg2OTE1NDA0MDA3MDYyMGY5ODY4M2QwIC03OCAtOTAgIDI5IDIxNDAxMDAwMDA=,37809,2022-02-03T10:01:04Z,0,,218
77,1,2,1,1,10,2,0000,00DA,5,0,869154040070620,0F98683,0,-81,-93,27,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMjAwMTAwMDExMDAyMDAwMDAwREE1MDAwMDg2OTE1NDA0MDA3MDYyMDBGOTg2ODNEIC04MSAtOTMgIDI3IDIxNDAxMDAwMDA=,37808,2022-02-03T09:24:22Z,0,,218
77,1,0,0,1,10,2,0000,00DA,5,0,869154040070620,0F98683,0,-81,-93,27,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMDAwMDAwMDExMDAyMDAwMDAwREE1MDAwMDg2OTE1NDA0MDA3MDYyMDBGOTg2ODNEIC04MSAtOTMgIDI3IDIxNDAxMDAwMDA=,37808,2022-02-03T09:24:02Z,0,,218
77,1,1,24,1,9,2,0000,00D9,3.6,37,869154040110186,8F99883,0,-101,-118,20,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAyNDAwMDEwOTAyMDAwMDAwRDkzNjAzNzg2OTE1NDA0MDExMDE4NjhGOTk4ODNELTEwMS0xMTggIDIwIDIxNDAxMDAwMDA=,37807,2022-02-03T09:01:42Z,0,,217
77,1,1,23,1,9,2,0000,00D9,3.7,35,869154040110186,4F99883,0,-97,-118,19,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAyMzAwMDEwOTAyMDAwMDAwRDkzNzAzNTg2OTE1NDA0MDExMDE4NjRGOTk4ODNEIC05Ny0xMTggIDE5IDIxNDAxMDAwMDA=,37807,2022-02-03T09:00:00Z,0,,217
77,1,1,22,1,9,2,0000,00D9,3.7,34,869154040110186,4F99883,0,-95,-118,16,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAyMjAwMDEwOTAyMDAwMDAwRDkzNzAzNDg2OTE1NDA0MDExMDE4NjRGOTk4ODNEIC05NS0xMTggIDE2IDIxNDAxMDAwMDA=,37807,2022-02-03T08:58:25Z,0,,217
77,1,1,21,1,9,2,0000,00D9,3.8,32,869154040110186,8F99883,0,-95,-118,14,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAyMTAwMDEwOTAyMDAwMDAwRDkzODAzMjg2OTE1NDA0MDExMDE4NjhGOTk4ODNEIC05NS0xMTggIDE0IDIxNDAxMDAwMDA=,37807,2022-02-03T08:56:58Z,0,,217
77,1,1,20,1,9,2,0000,00D9,3.8,30,869154040110186,4F99883,0,-92,-120,11,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAyMDAwMDEwOTAyMDAwMDAwRDkzODAzMDg2OTE1NDA0MDExMDE4NjRGOTk4ODNEIC05Mi0xMjAgIDExIDIxNDAxMDAwMDA=,37807,2022-02-03T08:55:24Z,0,,217
77,1,1,19,1,10,2,0000,00DB,3.2,30,869154040056397,8F98683,0,-99,-122,10,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAxOTAwMDExMDAyMDAwMDAwREIzMjAzMDg2OTE1NDA0MDA1NjM5NzhGOTg2ODNEIC05OS0xMjIgIDEwIDIxNDAxMDAwMDA=,37806,2022-02-03T08:54:50Z,0,,219
77,1,1,19,1,9,2,0000,00D9,3.8,29,869154040110186,4F99883,0,-87,-120,8,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAxOTAwMDEwOTAyMDAwMDAwRDkzODAyOTg2OTE1NDA0MDExMDE4NjRGOTk4ODNEIC04Ny0xMjAgICA4IDIxNDAxMDAwMDA=,37807,2022-02-03T08:53:51Z,0,,217
77,1,1,18,1,9,2,0000,00D9,3.9,27,869154040110186,8F99883,0,-89,-120,5,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAxODAwMDEwOTAyMDAwMDAwRDkzOTAyNzg2OTE1NDA0MDExMDE4NjhGOTk4ODNEIC04OS0xMjAgICA1IDIxNDAxMDAwMDA=,37807,2022-02-03T08:53:35Z,0,,217
77,1,1,18,1,10,2,0000,00DB,3.4,28,869154040056397,8F98683,0,-99,-123,10,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAxODAwMDExMDAyMDAwMDAwREIzNDAyODg2OTE1NDA0MDA1NjM5NzhGOTg2ODNEIC05OS0xMjMgIDEwIDIxNDAxMDAwMDA=,37806,2022-02-03T08:53:18Z,0,,219
77,1,1,17,1,10,2,0000,00DB,3.4,27,869154040056397,8F99883,0,-99,-124,7,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAxNzAwMDExMDAyMDAwMDAwREIzNDAyNzg2OTE1NDA0MDA1NjM5NzhGOTk4ODNEIC05OS0xMjQgICA3IDIxNDAxMDAwMDA=,37806,2022-02-03T08:51:47Z,0,,219
77,1,1,17,1,9,2,0000,00D9,3.9,26,869154040110186,8F99883,0,-90,-120,5,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAxNzAwMDEwOTAyMDAwMDAwRDkzOTAyNjg2OTE1NDA0MDExMDE4NjhGOTk4ODNEIC05MC0xMjAgICA1IDIxNDAxMDAwMDA=,37807,2022-02-03T08:50:52Z,0,,217
77,1,1,16,1,10,2,0000,00DB,3.5,25,869154040056397,0F99883,0,-103,-125,9,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAxNjAwMDExMDAyMDAwMDAwREIzNTAyNTg2OTE1NDA0MDA1NjM5NzBGOTk4ODNELTEwMy0xMjUgICA5IDIxNDAxMDAwMDA=,37806,2022-02-03T08:50:26Z,0,,219
77,1,1,16,1,9,2,0000,00D9,3.9,24,869154040110186,4F99883,0,-84,-117,4,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAxNjAwMDEwOTAyMDAwMDAwRDkzOTAyNDg2OTE1NDA0MDExMDE4NjRGOTk4ODNEIC04NC0xMTcgICA0IDIxNDAxMDAwMDA=,37807,2022-02-03T08:49:26Z,0,,217
77,1,1,15,1,10,2,0000,00DB,3.4,24,869154040056397,8F99883,0,-103,-123,11,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAxNTAwMDExMDAyMDAwMDAwREIzNDAyNDg2OTE1NDA0MDA1NjM5NzhGOTk4ODNELTEwMy0xMjMgIDExIDIxNDAxMDAwMDA=,37806,2022-02-03T08:48:45Z,0,,219
77,1,1,15,1,9,2,0000,00D9,3.9,23,869154040110186,4F99883,0,-88,-115,8,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAxNTAwMDEwOTAyMDAwMDAwRDkzOTAyMzg2OTE1NDA0MDExMDE4NjRGOTk4ODNEIC04OC0xMTUgICA4IDIxNDAxMDAwMDA=,37807,2022-02-03T08:47:50Z,0,,217
77,1,1,14,1,9,2,0000,00D9,3.9,21,869154040110186,8F99883,0,-92,-115,8,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAxNDAwMDEwOTAyMDAwMDAwRDkzOTAyMTg2OTE1NDA0MDExMDE4NjhGOTk4ODNEIC05Mi0xMTUgICA4IDIxNDAxMDAwMDA=,37807,2022-02-03T08:46:40Z,0,,217
77,1,1,13,1,10,2,0000,00DB,3.6,20,869154040056397,8F98683,0,-103,-122,15,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAxMzAwMDExMDAyMDAwMDAwREIzNjAyMDg2OTE1NDA0MDA1NjM5NzhGOTg2ODNELTEwMy0xMjIgIDE1IDIxNDAxMDAwMDA=,37806,2022-02-03T08:44:55Z,0,,219
