eventLength;eventVersion;eventType;sequence;manufacturer;sw;hw;deviceMajorId;deviceMinorId;battery;wakeTime;imei;cellId;ecl;rssi;rsrp;rsrq;plmn;aux;ns;latitude;ew;longitude;gpsTimestamp;altitude;positionHorizontalError;satellites;hdop;rawEvent;incidenceId;eventDate;isDGTNotificated;manufacturerId;deviceId
125;1;1;44;1;10;2;0000;0C46;4.6;67;869154040260932;f98683d;0;-64;-76;26;21401;00000;N;41.643657;W;0.763255;2022-02-10T15:26:19Z;195;5;11;0.93;MTI1MDAxMTA0NDAwMDExMDAyMDAwMDBDNDY0NjA2Nzg2OTE1NDA0MDI2MDkzMmY5ODY4M2QwIC02NCAtNzYgIDI2IDIxNDAxMDAwMDBONDEuNjQzNjU3VzAwMC43NjMyNTUyMDIyMDIxMDE1MjYxOTAxOTUwNTExMDAuOTM=;37901;2022-02-10T15:27:37Z;0;;3142
125;1;1;43;1;10;2;0000;0C46;4.6;65;869154040260932;f98683d;0;-64;-76;26;21401;00000;N;41.643657;W;0.763255;2022-02-10T15:24:49Z;195;5;11;0.93;MTI1MDAxMTA0MzAwMDExMDAyMDAwMDBDNDY0NjA2NTg2OTE1NDA0MDI2MDkzMmY5ODY4M2QwIC02NCAtNzYgIDI2IDIxNDAxMDAwMDBONDEuNjQzNjU3VzAwMC43NjMyNTUyMDIyMDIxMDE1MjQ0OTAxOTUwNTExMDAuOTM=;37901;2022-02-10T15:26:06Z;0;;3142
125;1;1;42;1;10;2;0000;0C46;4.6;64;869154040260932;f98683d;0;-64;-76;27;21401;00000;N;41.643657;W;0.763255;2022-02-10T15:23:19Z;195;5;11;0.93;MTI1MDAxMTA0MjAwMDExMDAyMDAwMDBDNDY0NjA2NDg2OTE1NDA0MDI2MDkzMmY5ODY4M2QwIC02NCAtNzYgIDI3IDIxNDAxMDAwMDBONDEuNjQzNjU3VzAwMC43NjMyNTUyMDIyMDIxMDE1MjMxOTAxOTUwNTExMDAuOTM=;37901;2022-02-10T15:24:35Z;0;;3142
125;1;1;41;1;10;2;0000;0C46;4.6;62;869154040260932;f98683d;0;-64;-76;27;21401;00000;N;41.643657;W;0.763255;2022-02-10T15:21:48Z;195;5;11;0.93;MTI1MDAxMTA0MTAwMDExMDAyMDAwMDBDNDY0NjA2Mjg2OTE1NDA0MDI2MDkzMmY5ODY4M2QwIC02NCAtNzYgIDI3IDIxNDAxMDAwMDBONDEuNjQzNjU3VzAwMC43NjMyNTUyMDIyMDIxMDE1MjE0ODAxOTUwNTExMDAuOTM=;37901;2022-02-10T15:23:04Z;0;;3142
125;1;1;40;1;10;2;0000;0C46;4.6;61;869154040260932;f98683d;0;-64;-76;26;21401;00000;N;41.643657;W;0.763255;2022-02-10T15:20:17Z;195;5;11;0.93;MTI1MDAxMTA0MDAwMDExMDAyMDAwMDBDNDY0NjA2MTg2OTE1NDA0MDI2MDkzMmY5ODY4M2QwIC02NCAtNzYgIDI2IDIxNDAxMDAwMDBONDEuNjQzNjU3VzAwMC43NjMyNTUyMDIyMDIxMDE1MjAxNzAxOTUwNTExMDAuOTM=;37901;2022-02-10T15:21:33Z;0;;3142
125;1;1;39;1;10;2;0000;0C46;4.6;59;869154040260932;f98683d;0;-64;-76;29;21401;00000;N;41.643657;W;0.763255;2022-02-10T15:18:47Z;195;5;11;0.93;MTI1MDAxMTAzOTAwMDExMDAyMDAwMDBDNDY0NjA1OTg2OTE1NDA0MDI2MDkzMmY5ODY4M2QwIC02NCAtNzYgIDI5IDIxNDAxMDAwMDBONDEuNjQzNjU3VzAwMC43NjMyNTUyMDIyMDIxMDE1MTg0NzAxOTUwNTExMDAuOTM=;37901;2022-02-10T15:20:03Z;0;;3142
125;1;1;38;1;10;2;0000;0C46;4.6;58;869154040260932;f98683d;0;-64;-76;29;21401;00000;N;41.643657;W;0.763255;2022-02-10T15:17:16Z;195;5;11;0.93;MTI1MDAxMTAzODAwMDExMDAyMDAwMDBDNDY0NjA1ODg2OTE1NDA0MDI2MDkzMmY5ODY4M2QwIC02NCAtNzYgIDI5IDIxNDAxMDAwMDBONDEuNjQzNjU3VzAwMC43NjMyNTUyMDIyMDIxMDE1MTcxNjAxOTUwNTExMDAuOTM=;37901;2022-02-10T15:18:32Z;0;;3142
125;1;1;37;1;10;2;0000;0C46;4.6;56;869154040260932;f98683d;0;-64;-76;29;21401;00000;N;41.643657;W;0.763255;2022-02-10T15:15:46Z;195;5;11;0.93;MTI1MDAxMTAzNzAwMDExMDAyMDAwMDBDNDY0NjA1Njg2OTE1NDA0MDI2MDkzMmY5ODY4M2QwIC02NCAtNzYgIDI5IDIxNDAxMDAwMDBONDEuNjQzNjU3VzAwMC43NjMyNTUyMDIyMDIxMDE1MTU0NTAxOTUwNTExMDAuOTM=;37901;2022-02-10T15:17:02Z;0;;3142
125;1;1;36;1;10;2;0000;0C46;4.6;55;869154040260932;f98683d;0;-64;-76;28;21401;00000;N;41.643657;W;0.763255;2022-02-10T15:14:16Z;195;5;11;0.93;MTI1MDAxMTAzNjAwMDExMDAyMDAwMDBDNDY0NjA1NTg2OTE1NDA0MDI2MDkzMmY5ODY4M2QwIC02NCAtNzYgIDI4IDIxNDAxMDAwMDBONDEuNjQzNjU3VzAwMC43NjMyNTUyMDIyMDIxMDE1MTQxNTAxOTUwNTExMDAuOTM=;37901;2022-02-10T15:15:31Z;0;;3142
125;1;1;35;1;10;2;0000;0C46;4.6;53;869154040260932;f98683d;0;-64;-76;28;21401;00000;N;41.643657;W;0.763255;2022-02-10T15:12:43Z;195;5;11;0.93;MTI1MDAxMTAzNTAwMDExMDAyMDAwMDBDNDY0NjA1Mzg2OTE1NDA0MDI2MDkzMmY5ODY4M2QwIC02NCAtNzYgIDI4IDIxNDAxMDAwMDBONDEuNjQzNjU3VzAwMC43NjMyNTUyMDIyMDIxMDE1MTI0MzAxOTUwNTExMDAuOTM=;37901;2022-02-10T15:14:00Z;0;;3142
125;1;1;34;1;10;2;0000;0C46;4.6;51;869154040260932;f98683d;0;-64;-76;28;21401;00000;N;41.643657;W;0.763255;2022-02-10T15:11:13Z;195;5;11;0.93;MTI1MDAxMTAzNDAwMDExMDAyMDAwMDBDNDY0NjA1MTg2OTE1NDA0MDI2MDkzMmY5ODY4M2QwIC02NCAtNzYgIDI4IDIxNDAxMDAwMDBONDEuNjQzNjU3VzAwMC43NjMyNTUyMDIyMDIxMDE1MTExMzAxOTUwNTExMDAuOTM=;37901;2022-02-10T15:12:29Z;0;;3142
125;1;1;33;1;10;2;0000;0C46;4.6;50;869154040260932;f98683d;0;-64;-76;26;21401;00000;N;41.643657;W;0.763255;2022-02-10T15:09:43Z;195;5;11;0.93;MTI1MDAxMTAzMzAwMDExMDAyMDAwMDBDNDY0NjA1MDg2OTE1NDA0MDI2MDkzMmY5ODY4M2QwIC02NCAtNzYgIDI2IDIxNDAxMDAwMDBONDEuNjQzNjU3VzAwMC43NjMyNTUyMDIyMDIxMDE1MDk0MjAxOTUwNTExMDAuOTM=;37901;2022-02-10T15:10:59Z;0;;3142
125;1;1;32;1;10;2;0000;0C46;4.7;48;869154040260932;f98683d;0;-64;-76;26;21401;00000;N;41.643657;W;0.763255;2022-02-10T15:08:13Z;195;5;11;0.93;MTI1MDAxMTAzMjAwMDExMDAyMDAwMDBDNDY0NzA0ODg2OTE1NDA0MDI2MDkzMmY5ODY4M2QwIC02NCAtNzYgIDI2IDIxNDAxMDAwMDBONDEuNjQzNjU3VzAwMC43NjMyNTUyMDIyMDIxMDE1MDgxMjAxOTUwNTExMDAuOTM=;37901;2022-02-10T15:09:28Z;0;;3142
