eventLength,eventVersion,eventType,sequence,manufacturer,sw,hw,deviceMajorId,deviceMinorId,battery,wakeTime,imei,cellId,ecl,rssi,rsrp,rsrq,plmn,aux,ns,latitude,ew,longitude,gpsTimestamp,altitude,positionHorizontalError,satellites,hdop,rawEvent,incidenceId,eventDate,isDGTNotificated,manufacturerId,lng,lat,etiqueta,modulo,grupo,color
125,1,1,21,1,11,2,0,0C3B,4.5,35,869154040260940,f98683d,0,-72,-86,29,21401,0,N,41.643453,W,0.763152,2022-02-15T11:49:09Z,222,3,12,0.81,MTI1MDAxMTAyMTAwMDExMTAyMDAwMDBDM0I0NTAzNTg2OTE1NDA0MDI2MDk0MGY5ODY4M2QwIC03MiAtODYgIDI5IDIxNDAxMDAwMDBONDEuNjQzNDUzVzAwMC43NjMxNTIyMDIyMDIxNTExNDkwOTAyMjIwMzEyMDAuODE=,37932,2022-02-15T11:50:34Z,0,,-0.763152,41.643453,B,LC76F,1,ffffaa00
125,1,1,20,1,11,2,0,0C3B,5.2,34,869154040260940,f98683d,0,-73,-87,26,21401,0,N,41.643453,W,0.763152,2022-02-15T11:47:29Z,222,3,12,0.81,MTI1MDAxMTAyMDAwMDExMTAyMDAwMDBDM0I1MjAzNDg2OTE1NDA0MDI2MDk0MGY5ODY4M2QwIC03MyAtODcgIDI2IDIxNDAxMDAwMDBONDEuNjQzNDUzVzAwMC43NjMxNTIyMDIyMDIxNTExNDcyODAyMjIwMzEyMDAuODE=,37932,2022-02-15T11:48:54Z,0,,-0.763152,41.643453,B,LC76F,1,ffffaa00
125,1,1,19,1,11,2,0,0C3B,5.2,32,869154040260940,f98683d,0,-73,-87,26,21401,0,N,41.643453,W,0.763152,2022-02-15T11:45:48Z,222,3,12,0.81,MTI1MDAxMTAxOTAwMDExMTAyMDAwMDBDM0I1MjAzMjg2OTE1NDA0MDI2MDk0MGY5ODY4M2QwIC03MyAtODcgIDI2IDIxNDAxMDAwMDBONDEuNjQzNDUzVzAwMC43NjMxNTIyMDIyMDIxNTExNDU0NzAyMjIwMzEyMDAuODE=,37932,2022-02-15T11:47:13Z,0,,-0.763152,41.643453,B,LC76F,1,ffffaa00
125,1,1,18,1,11,2,0,0C3B,5.2,30,869154040260940,f98683d,0,-72,-86,26,21401,0,N,41.643453,W,0.763152,2022-02-15T11:44:07Z,222,3,12,0.81,MTI1MDAxMTAxODAwMDExMTAyMDAwMDBDM0I1MjAzMDg2OTE1NDA0MDI2MDk0MGY5ODY4M2QwIC03MiAtODYgIDI2IDIxNDAxMDAwMDBONDEuNjQzNDUzVzAwMC43NjMxNTIyMDIyMDIxNTExNDQwNzAyMjIwMzEyMDAuODE=,37932,2022-02-15T11:45:32Z,0,,-0.763152,41.643453,B,LC76F,1,ffffaa00
125,1,1,17,1,11,2,0,0C3B,5.2,29,869154040260940,f98683d,0,-72,-86,26,21401,0,N,41.643453,W,0.763152,2022-02-15T11:42:26Z,222,3,12,0.81,MTI1MDAxMTAxNzAwMDExMTAyMDAwMDBDM0I1MjAyOTg2OTE1NDA0MDI2MDk0MGY5ODY4M2QwIC03MiAtODYgIDI2IDIxNDAxMDAwMDBONDEuNjQzNDUzVzAwMC43NjMxNTIyMDIyMDIxNTExNDIyNTAyMjIwMzEyMDAuODE=,37932,2022-02-15T11:43:52Z,0,,-0.763152,41.643453,B,LC76F,1,ffffaa00
125,1,1,16,1,11,2,0,0C3B,5.2,27,869154040260940,f98683d,0,-72,-86,26,21401,0,N,41.643453,W,0.763152,2022-02-15T11:40:46Z,222,3,12,0.81,MTI1MDAxMTAxNjAwMDExMTAyMDAwMDBDM0I1MjAyNzg2OTE1NDA0MDI2MDk0MGY5ODY4M2QwIC03MiAtODYgIDI2IDIxNDAxMDAwMDBONDEuNjQzNDUzVzAwMC43NjMxNTIyMDIyMDIxNTExNDA0NTAyMjIwMzEyMDAuODE=,37932,2022-02-15T11:42:11Z,0,,-0.763152,41.643453,B,LC76F,1,ffffaa00
125,1,1,15,1,11,2,0,0C3B,5.2,25,869154040260940,f98683d,0,-72,-86,28,21401,0,N,41.643453,W,0.763152,2022-02-15T11:39:04Z,222,3,12,0.81,MTI1MDAxMTAxNTAwMDExMTAyMDAwMDBDM0I1MjAyNTg2OTE1NDA0MDI2MDk0MGY5ODY4M2QwIC03MiAtODYgIDI4IDIxNDAxMDAwMDBONDEuNjQzNDUzVzAwMC43NjMxNTIyMDIyMDIxNTExMzkwNDAyMjIwMzEyMDAuODE=,37932,2022-02-15T11:40:30Z,0,,-0.763152,41.643453,B,LC76F,1,ffffaa00
125,1,1,14,1,11,2,0,0C3B,5.2,24,869154040260940,f98683d,0,-72,-86,28,21401,0,N,41.643453,W,0.763152,2022-02-15T11:37:24Z,222,3,12,0.81,MTI1MDAxMTAxNDAwMDExMTAyMDAwMDBDM0I1MjAyNDg2OTE1NDA0MDI2MDk0MGY5ODY4M2QwIC03MiAtODYgIDI4IDIxNDAxMDAwMDBONDEuNjQzNDUzVzAwMC43NjMxNTIyMDIyMDIxNTExMzcyMzAyMjIwMzEyMDAuODE=,37932,2022-02-15T11:38:49Z,0,,-0.763152,41.643453,B,LC76F,1,ffffaa00
125,1,1,13,1,11,2,0,0C3B,4.6,22,869154040260940,f98683d,0,-72,-86,27,21401,0,N,41.64346,W,0.76323,2022-02-15T11:35:43Z,245,3,12,0.8,MTI1MDAxMTAxMzAwMDExMTAyMDAwMDBDM0I0NjAyMjg2OTE1NDA0MDI2MDk0MGY5ODY4M2QwIC03MiAtODYgIDI3IDIxNDAxMDAwMDBONDEuNjQzNDYwVzAwMC43NjMyMzAyMDIyMDIxNTExMzU0MzAyNDUwMzEyMDAuODA=,37932,2022-02-15T11:37:08Z,0,,-0.76323,41.64346,B,LC76F,1,ffffaa00
125,1,1,12,1,11,2,0,0C3B,4.6,20,869154040260940,f98683d,0,-72,-86,27,21401,0,N,41.643432,W,0.763356,2022-02-15T11:34:02Z,242,3,14,0.69,MTI1MDAxMTAxMjAwMDExMTAyMDAwMDBDM0I0NjAyMDg2OTE1NDA0MDI2MDk0MGY5ODY4M2QwIC03MiAtODYgIDI3IDIxNDAxMDAwMDBONDEuNjQzNDMyVzAwMC43NjMzNTYyMDIyMDIxNTExMzQwMjAyNDIwMzE0MDAuNjk=,37932,2022-02-15T11:35:28Z,0,,-0.763356,41.643432,B,LC76F,1,ffffaa00
125,1,1,11,1,11,2,0,0C3B,5.2,19,869154040260940,f98683d,0,-71,-86,27,21401,0,N,41.643432,W,0.763356,2022-02-15T11:32:22Z,242,3,14,0.69,MTI1MDAxMTAxMTAwMDExMTAyMDAwMDBDM0I1MjAxOTg2OTE1NDA0MDI2MDk0MGY5ODY4M2QwIC03MSAtODYgIDI3IDIxNDAxMDAwMDBONDEuNjQzNDMyVzAwMC43NjMzNTYyMDIyMDIxNTExMzIyMTAyNDIwMzE0MDAuNjk=,37932,2022-02-15T11:33:47Z,0,,-0.763356,41.643432,B,LC76F,1,ffffaa00
125,1,1,10,1,11,2,0,0C3B,5.3,17,869154040260940,f98683d,0,-71,-86,24,21401,0,N,41.643432,W,0.763356,2022-02-15T11:30:41Z,242,3,14,0.69,MTI1MDAxMTAxMDAwMDExMTAyMDAwMDBDM0I1MzAxNzg2OTE1NDA0MDI2MDk0MGY5ODY4M2QwIC03MSAtODYgIDI0IDIxNDAxMDAwMDBONDEuNjQzNDMyVzAwMC43NjMzNTYyMDIyMDIxNTExMzA0MDAyNDIwMzE0MDAuNjk=,37932,2022-02-15T11:32:07Z,0,,-0.763356,41.643432,B,LC76F,1,ffffaa00
125,1,1,9,1,11,2,0,0C3B,5.3,15,869154040260940,f98683d,0,-71,-86,26,21401,0,N,41.643405,W,0.763145,2022-02-15T11:29:00Z,217,3,14,0.69,MTI1MDAxMTAwOTAwMDExMTAyMDAwMDBDM0I1MzAxNTg2OTE1NDA0MDI2MDk0MGY5ODY4M2QwIC03MSAtODYgIDI2IDIxNDAxMDAwMDBONDEuNjQzNDA1VzAwMC43NjMxNDUyMDIyMDIxNTExMjkwMDAyMTcwMzE0MDAuNjk=,37932,2022-02-15T11:30:25Z,0,,-0.763145,41.643405,B,LC76F,1,ffffaa00
125,1,1,8,1,11,2,0,0C3B,5.3,14,869154040260940,f98683d,0,-72,-86,25,21401,0,N,41.643418,W,0.763166,2022-02-15T11:27:20Z,223,3,13,0.77,MTI1MDAxMTAwODAwMDExMTAyMDAwMDBDM0I1MzAxNDg2OTE1NDA0MDI2MDk0MGY5ODY4M2QwIC03MiAtODYgIDI1IDIxNDAxMDAwMDBONDEuNjQzNDE4VzAwMC43NjMxNjYyMDIyMDIxNTExMjcxOTAyMjMwMzEzMDAuNzc=,37932,2022-02-15T11:28:45Z,0,,-0.763166,41.643418,B,LC76F,1,ffffaa00
125,1,1,7,1,11,2,0,0C3B,5.3,12,869154040260940,f98683d,0,-72,-87,23,21401,0,N,41.643383,W,0.763161,2022-02-15T11:25:38Z,235,3,14,0.69,MTI1MDAxMTAwNzAwMDExMTAyMDAwMDBDM0I1MzAxMjg2OTE1NDA0MDI2MDk0MGY5ODY4M2QwIC03MiAtODcgIDIzIDIxNDAxMDAwMDBONDEuNjQzMzgzVzAwMC43NjMxNjEyMDIyMDIxNTExMjUzODAyMzUwMzE0MDAuNjk=,37932,2022-02-15T11:27:04Z,0,,-0.763161,41.643383,B,LC76F,1,ffffaa00
125,1,1,6,1,11,2,0,0C3B,5.3,10,869154040260940,f98683d,0,-72,-87,24,21401,0,N,41.6434,W,0.763168,2022-02-15T11:23:58Z,221,3,14,0.69,MTI1MDAxMTAwNjAwMDExMTAyMDAwMDBDM0I1MzAxMDg2OTE1NDA0MDI2MDk0MGY5ODY4M2QwIC03MiAtODcgIDI0IDIxNDAxMDAwMDBONDEuNjQzNDAwVzAwMC43NjMxNjgyMDIyMDIxNTExMjM1ODAyMjEwMzE0MDAuNjk=,37932,2022-02-15T11:25:23Z,0,,-0.763168,41.6434,B,LC76F,1,ffffaa00
125,1,1,4,1,11,2,0,0C3B,5.4,7,869154040260940,f98683d,0,-73,-87,25,21401,0,N,41.643504,W,0.763158,2022-02-15T11:20:36Z,211,3,14,0.69,MTI1MDAxMTAwNDAwMDExMTAyMDAwMDBDM0I1NDAwNzg2OTE1NDA0MDI2MDk0MGY5ODY4M2QwIC03MyAtODcgIDI1IDIxNDAxMDAwMDBONDEuNjQzNTA0VzAwMC43NjMxNTgyMDIyMDIxNTExMjAzNjAyMTEwMzE0MDAuNjk=,37932,2022-02-15T11:22:02Z,0,,-0.763158,41.643504,B,LC76F,1,ffffaa00
125,1,1,3,1,11,2,0,0C3B,4.7,5,869154040260940,f98683d,0,-73,-87,25,21401,0,N,41.643504,W,0.763158,2022-02-15T11:18:55Z,211,3,14,0.69,MTI1MDAxMTAwMzAwMDExMTAyMDAwMDBDM0I0NzAwNTg2OTE1NDA0MDI2MDk0MGY5ODY4M2QwIC03MyAtODcgIDI1IDIxNDAxMDAwMDBONDEuNjQzNTA0VzAwMC43NjMxNTgyMDIyMDIxNTExMTg1NTAyMTEwMzE0MDAuNjk=,37932,2022-02-15T11:20:21Z,0,,-0.763158,41.643504,B,LC76F,1,ffffaa00
125,1,1,2,1,11,2,0,0C3B,4.8,3,869154040260940,f98683d,0,-73,-87,27,21401,0,N,41.643504,W,0.763158,2022-02-15T11:17:16Z,211,3,14,0.69,MTI1MDAxMTAwMjAwMDExMTAyMDAwMDBDM0I0ODAwMzg2OTE1NDA0MDI2MDk0MGY5ODY4M2QwIC03MyAtODcgIDI3IDIxNDAxMDAwMDBONDEuNjQzNTA0VzAwMC43NjMxNTgyMDIyMDIxNTExMTcxNTAyMTEwMzE0MDAuNjk=,37932,2022-02-15T11:18:41Z,0,,-0.763158,41.643504,B,LC76F,1,ffffaa00
125,1,1,1,1,11,2,0,0C3B,5.6,2,869154040260940,f98683d,0,-74,-87,26,21401,0,N,41.643504,W,0.763158,2022-02-15T11:15:38Z,211,3,14,0.69,MTI1MDAxMTAwMTAwMDExMTAyMDAwMDBDM0I1NjAwMjg2OTE1NDA0MDI2MDk0MGY5ODY4M2QwIC03NCAtODcgIDI2IDIxNDAxMDAwMDBONDEuNjQzNTA0VzAwMC43NjMxNTgyMDIyMDIxNTExMTUzODAyMTEwMzE0MDAuNjk=,37932,2022-02-15T11:17:00Z,0,,-0.763158,41.643504,B,LC76F,1,ffffaa00
125,1,2,31,1,11,2,0,0C3C,4.5,51,869154040242534,f98683d,0,-62,-76,26,21401,0,N,41.643438,W,0.763196,2022-02-15T12:05:47Z,226,2,12,0.77,MTI1MDAxMjAzMTAwMDExMTAyMDAwMDBDM0M0NTA1MTg2OTE1NDA0MDI0MjUzNGY5ODY4M2QwIC02MiAtNzYgIDI2IDIxNDAxMDAwMDBONDEuNjQzNDM4VzAwMC43NjMxOTYyMDIyMDIxNTEyMDU0NjAyMjYwMjEyMDAuNzc=,37944,2022-02-15T12:06:19Z,0,,-0.763196,41.643438,E,LC76F,3,ffffaa00
125,1,1,30,1,11,2,0,0C3C,5.1,50,869154040242534,f98683d,0,-62,-76,25,21401,0,N,41.643438,W,0.763196,2022-02-15T12:04:06Z,226,2,12,0.77,MTI1MDAxMTAzMDAwMDExMTAyMDAwMDBDM0M1MTA1MDg2OTE1NDA0MDI0MjUzNGY5ODY4M2QwIC02MiAtNzYgIDI1IDIxNDAxMDAwMDBONDEuNjQzNDM4VzAwMC43NjMxOTYyMDIyMDIxNTEyMDQwNTAyMjYwMjEyMDAuNzc=,37944,2022-02-15T12:05:31Z,0,,-0.763196,41.643438,E,LC76F,3,ffffaa00
125,1,1,29,1,11,2,0,0C3C,5.1,49,869154040242534,f98683d,0,-62,-76,25,21401,0,N,41.643438,W,0.763196,2022-02-15T12:02:25Z,226,2,12,0.77,MTI1MDAxMTAyOTAwMDExMTAyMDAwMDBDM0M1MTA0OTg2OTE1NDA0MDI0MjUzNGY5ODY4M2QwIC02MiAtNzYgIDI1IDIxNDAxMDAwMDBONDEuNjQzNDM4VzAwMC43NjMxOTYyMDIyMDIxNTEyMDIyNDAyMjYwMjEyMDAuNzc=,37944,2022-02-15T12:03:50Z,0,,-0.763196,41.643438,E,LC76F,3,ffffaa00
125,1,1,28,1,11,2,0,0C3C,5.1,47,869154040242534,f98683d,0,-62,-76,26,21401,0,N,41.643438,W,0.763196,2022-02-15T12:00:44Z,226,2,12,0.77,MTI1MDAxMTAyODAwMDExMTAyMDAwMDBDM0M1MTA0Nzg2OTE1NDA0MDI0MjUzNGY5ODY4M2QwIC02MiAtNzYgIDI2IDIxNDAxMDAwMDBONDEuNjQzNDM4VzAwMC43NjMxOTYyMDIyMDIxNTEyMDA0NDAyMjYwMjEyMDAuNzc=,37944,2022-02-15T12:02:09Z,0,,-0.763196,41.643438,E,LC76F,3,ffffaa00
125,1,1,27,1,11,2,0,0C3C,5.1,45,869154040242534,f98683d,0,-62,-77,24,21401,0,N,41.643438,W,0.763196,2022-02-15T11:59:03Z,226,2,12,0.77,MTI1MDAxMTAyNzAwMDExMTAyMDAwMDBDM0M1MTA0NTg2OTE1NDA0MDI0MjUzNGY5ODY4M2QwIC02MiAtNzcgIDI0IDIxNDAxMDAwMDBONDEuNjQzNDM4VzAwMC43NjMxOTYyMDIyMDIxNTExNTkwMjAyMjYwMjEyMDAuNzc=,37944,2022-02-15T12:00:29Z,0,,-0.763196,41.643438,E,LC76F,3,ffffaa00
125,1,1,26,1,11,2,0,0C3C,5.1,44,869154040242534,f98683d,0,-63,-77,25,21401,0,N,41.643438,W,0.763196,2022-02-15T11:57:23Z,226,2,12,0.77,MTI1MDAxMTAyNjAwMDExMTAyMDAwMDBDM0M1MTA0NDg2OTE1NDA0MDI0MjUzNGY5ODY4M2QwIC02MyAtNzcgIDI1IDIxNDAxMDAwMDBONDEuNjQzNDM4VzAwMC43NjMxOTYyMDIyMDIxNTExNTcyMjAyMjYwMjEyMDAuNzc=,37944,2022-02-15T11:58:48Z,0,,-0.763196,41.643438,E,LC76F,3,ffffaa00
125,1,1,25,1,11,2,0,0C3C,4.5,42,869154040242534,f98683d,0,-64,-78,24,21401,0,N,41.643438,W,0.763196,2022-02-15T11:55:41Z,226,2,12,0.77,MTI1MDAxMTAyNTAwMDExMTAyMDAwMDBDM0M0NTA0Mjg2OTE1NDA0MDI0MjUzNGY5ODY4M2QwIC02NCAtNzggIDI0IDIxNDAxMDAwMDBONDEuNjQzNDM4VzAwMC43NjMxOTYyMDIyMDIxNTExNTU0MTAyMjYwMjEyMDAuNzc=,37944,2022-02-15T11:57:07Z,0,,-0.763196,41.643438,E,LC76F,3,ffffaa00
125,1,1,24,1,11,2,0,0C3C,4.5,40,869154040242534,f98683d,0,-63,-78,24,21401,0,N,41.643438,W,0.763196,2022-02-15T11:54:02Z,226,2,12,0.77,MTI1MDAxMTAyNDAwMDExMTAyMDAwMDBDM0M0NTA0MDg2OTE1NDA0MDI0MjUzNGY5ODY4M2QwIC02MyAtNzggIDI0IDIxNDAxMDAwMDBONDEuNjQzNDM4VzAwMC43NjMxOTYyMDIyMDIxNTExNTQwMTAyMjYwMjEyMDAuNzc=,37944,2022-02-15T11:55:27Z,0,,-0.763196,41.643438,E,LC76F,3,ffffaa00
125,1,1,23,1,11,2,0,0C3C,5.2,39,869154040242534,f98683d,0,-62,-78,25,21401,0,N,41.643438,W,0.763196,2022-02-15T11:52:20Z,226,2,12,0.77,MTI1MDAxMTAyMzAwMDExMTAyMDAwMDBDM0M1MjAzOTg2OTE1NDA0MDI0MjUzNGY5ODY4M2QwIC02MiAtNzggIDI1IDIxNDAxMDAwMDBONDEuNjQzNDM4VzAwMC43NjMxOTYyMDIyMDIxNTExNTIxOTAyMjYwMjEyMDAuNzc=,37944,2022-02-15T11:53:46Z,0,,-0.763196,41.643438,E,LC76F,3,ffffaa00
125,1,1,22,1,11,2,0,0C3C,5.2,37,869154040242534,f98683d,0,-63,-77,25,21401,0,N,41.643438,W,0.763196,2022-02-15T11:50:39Z,226,2,12,0.77,MTI1MDAxMTAyMjAwMDExMTAyMDAwMDBDM0M1MjAzNzg2OTE1NDA0MDI0MjUzNGY5ODY4M2QwIC02MyAtNzcgIDI1IDIxNDAxMDAwMDBONDEuNjQzNDM4VzAwMC43NjMxOTYyMDIyMDIxNTExNTAzOTAyMjYwMjEyMDAuNzc=,37944,2022-02-15T11:52:05Z,0,,-0.763196,41.643438,E,LC76F,3,ffffaa00
125,1,1,21,1,11,2,0,0C3C,5.2,35,869154040242534,f98683d,0,-62,-77,24,21401,0,N,41.643438,W,0.763196,2022-02-15T11:49:00Z,226,2,12,0.77,MTI1MDAxMTAyMTAwMDExMTAyMDAwMDBDM0M1MjAzNTg2OTE1NDA0MDI0MjUzNGY5ODY4M2QwIC02MiAtNzcgIDI0IDIxNDAxMDAwMDBONDEuNjQzNDM4VzAwMC43NjMxOTYyMDIyMDIxNTExNDg1OTAyMjYwMjEyMDAuNzc=,37944,2022-02-15T11:50:25Z,0,,-0.763196,41.643438,E,LC76F,3,ffffaa00
125,1,1,20,1,11,2,0,0C3C,5.1,34,869154040242534,f98683d,0,-62,-77,26,21401,0,N,41.643438,W,0.763196,2022-02-15T11:47:19Z,226,2,12,0.77,MTI1MDAxMTAyMDAwMDExMTAyMDAwMDBDM0M1MTAzNDg2OTE1NDA0MDI0MjUzNGY5ODY4M2QwIC02MiAtNzcgIDI2IDIxNDAxMDAwMDBONDEuNjQzNDM4VzAwMC43NjMxOTYyMDIyMDIxNTExNDcxODAyMjYwMjEyMDAuNzc=,37944,2022-02-15T11:48:44Z,0,,-0.763196,41.643438,E,LC76F,3,ffffaa00
125,1,1,19,1,11,2,0,0C3C,5.2,32,869154040242534,f98683d,0,-62,-77,24,21401,0,N,41.643438,W,0.763196,2022-02-15T11:45:37Z,226,2,12,0.77,MTI1MDAxMTAxOTAwMDExMTAyMDAwMDBDM0M1MjAzMjg2OTE1NDA0MDI0MjUzNGY5ODY4M2QwIC02MiAtNzcgIDI0IDIxNDAxMDAwMDBONDEuNjQzNDM4VzAwMC43NjMxOTYyMDIyMDIxNTExNDUzNzAyMjYwMjEyMDAuNzc=,37944,2022-02-15T11:47:03Z,0,,-0.763196,41.643438,E,LC76F,3,ffffaa00
125,1,1,18,1,11,2,0,0C3C,5.2,30,869154040242534,f98683d,0,-63,-77,23,21401,0,N,41.643438,W,0.763196,2022-02-15T11:43:56Z,226,2,12,0.77,MTI1MDAxMTAxODAwMDExMTAyMDAwMDBDM0M1MjAzMDg2OTE1NDA0MDI0MjUzNGY5ODY4M2QwIC02MyAtNzcgIDIzIDIxNDAxMDAwMDBONDEuNjQzNDM4VzAwMC43NjMxOTYyMDIyMDIxNTExNDM1NTAyMjYwMjEyMDAuNzc=,37944,2022-02-15T11:45:23Z,0,,-0.763196,41.643438,E,LC76F,3,ffffaa00
